,ds,y,unique_id
565,2024-03-01 03:00:00,0.0,1
566,2024-03-01 04:00:00,0.0,1
567,2024-03-01 05:00:00,0.0,1
568,2024-03-01 06:00:00,0.0,1
569,2024-03-01 07:00:00,0.0,1
570,2024-03-01 08:00:00,0.0,1
571,2024-03-01 09:00:00,4422.400000000001,1
572,2024-03-01 10:00:00,9.6,1
573,2024-03-01 11:00:00,8.0,1
574,2024-03-01 12:00:00,8.0,1
575,2024-03-01 13:00:00,8.0,1
576,2024-03-01 14:00:00,738.4000000000001,1
577,2024-03-01 15:00:00,144.0,1
578,2024-03-01 16:00:00,113.6,1
579,2024-03-01 17:00:00,91.2,1
580,2024-03-01 18:00:00,80.0,1
581,2024-03-01 19:00:00,72.0,1
582,2024-03-01 20:00:00,136.8,1
583,2024-03-01 21:00:00,8.0,1
584,2024-03-01 22:00:00,8.0,1
585,2024-03-01 23:00:00,8.0,1
586,2024-03-02 00:00:00,8.0,1
587,2024-03-02 01:00:00,0.0,1
588,2024-03-02 02:00:00,0.0,1
589,2024-03-02 03:00:00,0.0,1
590,2024-03-02 04:00:00,0.0,1
591,2024-03-02 05:00:00,0.0,1
592,2024-03-02 06:00:00,0.0,1
593,2024-03-02 07:00:00,0.0,1
594,2024-03-02 08:00:00,0.0,1
595,2024-03-02 09:00:00,0.0,1
596,2024-03-02 10:00:00,0.0,1
597,2024-03-02 11:00:00,0.0,1
598,2024-03-02 12:00:00,0.0,1
599,2024-03-02 13:00:00,0.0,1
600,2024-03-02 14:00:00,0.0,1
601,2024-03-02 15:00:00,0.0,1
602,2024-03-02 16:00:00,0.0,1
603,2024-03-02 17:00:00,0.0,1
604,2024-03-02 18:00:00,0.0,1
605,2024-03-02 19:00:00,0.0,1
606,2024-03-02 20:00:00,0.0,1
607,2024-03-02 21:00:00,0.0,1
608,2024-03-02 22:00:00,0.0,1
609,2024-03-02 23:00:00,0.0,1
610,2024-03-03 00:00:00,0.0,1
611,2024-03-03 01:00:00,0.0,1
612,2024-03-03 02:00:00,0.0,1
613,2024-03-03 03:00:00,0.0,1
614,2024-03-03 04:00:00,0.0,1
615,2024-03-03 05:00:00,0.0,1
616,2024-03-03 06:00:00,0.0,1
617,2024-03-03 07:00:00,0.0,1
618,2024-03-03 08:00:00,0.0,1
619,2024-03-03 09:00:00,0.0,1
620,2024-03-03 10:00:00,0.0,1
621,2024-03-03 11:00:00,0.0,1
622,2024-03-03 12:00:00,0.0,1
623,2024-03-03 13:00:00,0.0,1
624,2024-03-03 14:00:00,0.0,1
625,2024-03-03 15:00:00,0.0,1
626,2024-03-03 16:00:00,0.0,1
627,2024-03-03 17:00:00,0.0,1
628,2024-03-03 18:00:00,0.0,1
629,2024-03-03 19:00:00,0.0,1
630,2024-03-03 20:00:00,0.0,1
631,2024-03-03 21:00:00,0.0,1
632,2024-03-03 22:00:00,0.0,1
633,2024-03-03 23:00:00,0.0,1
634,2024-03-04 00:00:00,0.0,1
635,2024-03-04 01:00:00,0.0,1
636,2024-03-04 02:00:00,0.0,1
637,2024-03-04 03:00:00,0.0,1
638,2024-03-04 04:00:00,0.0,1
639,2024-03-04 05:00:00,0.0,1
640,2024-03-04 06:00:00,0.0,1
641,2024-03-04 07:00:00,0.0,1
642,2024-03-04 08:00:00,0.0,1
643,2024-03-04 09:00:00,4420.8,1
644,2024-03-04 10:00:00,9.6,1
645,2024-03-04 11:00:00,8.0,1
646,2024-03-04 12:00:00,8.0,1
647,2024-03-04 13:00:00,8.0,1
648,2024-03-04 14:00:00,1587.2,1
649,2024-03-04 15:00:00,92.0,1
650,2024-03-04 16:00:00,105.6,1
651,2024-03-04 17:00:00,96.8,1
652,2024-03-04 18:00:00,75.2,1
653,2024-03-04 19:00:00,76.0,1
654,2024-03-04 20:00:00,168.8,1
655,2024-03-04 21:00:00,8.0,1
656,2024-03-04 22:00:00,8.0,1
657,2024-03-04 23:00:00,8.0,1
