sep=,
"Time","Aeqnitch__Aequitas_NEO_A","BATS_BZX_Feeds_A","Canadian_feeds_A","NASDAQ_Canadian_CXD_Purestream_A","NYSE_AMEX_OpenBook_A","TSX_Feeds_A","UTP_Feed_A"
1714764060000,3964408,9428408,21450576,7232,2046224,1280248,22009376
1714764080000,10045048,11266432,19017056,10672,2258912,983160,23949304
1714764100000,4541144,9345344,17880816,8064,1894176,474624,23029328
1714764120000,3214232,11128392,12416648,8064,1730624,774584,20912528
1714764140000,3074608,7097512,12952336,10848,1515872,746568,20919304
1714764160000,4040224,11388504,14913936,6048,2305072,499280,21574584
1714764180000,2997008,10005160,14399256,9248,1737808,678752,24855752
1714764200000,4230464,14055784,17125216,6048,2526240,1102808,31285792
1714764220000,3135240,7818736,13061752,8656,2196688,530928,23957264
1714764240000,4522888,10753768,17591632,16896,1943888,583640,21162080
1714764260000,3751880,9924344,15602920,11680,1908176,972048,22797880
1714764280000,2845976,6097232,13304024,7056,1704512,623560,18130280
1714764300000,5438968,15182248,20875096,10672,2722560,836168,27789048
1714764320000,2718024,8129496,10509976,12096,1825312,1196208,18427928
1714764340000,3878840,11879432,16405576,8064,2372016,591960,29317936
1714764360000,8635584,11654896,21952768,8064,2122144,971472,30513616
1714764380000,4492912,10041808,19513200,6048,2700032,624224,29932976
1714764400000,4978136,16365728,19086768,6640,2466240,548384,26823848
1714764420000,7291648,11994456,16820744,9072,2407808,776344,24724592
1714764440000,3412600,10414528,13216608,7584,2006944,449472,25516568
1714764460000,7771544,23785928,26567208,7056,3778944,925592,45855248
1714764480000,3012320,9443928,12313608,13696,1750080,736928,24034144
1714764500000,4833864,10083040,20225472,16240,2220240,1389376,19397544
1714764520000,2937120,9452680,10455472,10192,1977696,678112,21796224
1714764540000,3125488,10646872,13142560,7824,2199376,696128,22833456
1714764560000,13710456,10650440,29278624,7648,2268688,568824,24995264
1714764580000,11277048,11368080,15130096,12096,4255872,736712,38650056
1714764600000,4126112,17115192,42656784,8000,3204128,587600,32574792
1714764620000,14285152,16431000,32983160,51344,3070928,2716872,34569144
1714764640000,3673096,10809640,13751856,9008,2207520,732456,25529784
1714764660000,4540376,11688872,18610232,28224,2278720,664256,26588368
1714764680000,3288376,10579616,12860488,7056,2167024,822376,24445408
1714764700000,3964048,9836128,17575336,16304,2096544,982816,20994680
1714764720000,5035032,15496600,19431720,14288,2898672,608032,29804240
1714764740000,3664376,12631864,16076912,19152,2390080,511768,26954752
1714764760000,4072200,14152864,17482480,8064,2746208,495688,28600952
1714764780000,5433976,16545560,21033096,19248,3174800,685480,35580688
1714764800000,5431864,17290456,23463776,14704,3407088,982008,31625304
1714764820000,4706680,13233136,15266512,18896,2670688,851888,33581400
1714764840000,4326400,15280312,19185576,9008,2157488,1229104,22403296
1714764860000,4561616,11517368,19720432,14112,2337216,962864,28565280
1714764880000,3168848,12047336,14943544,14992,2343104,732408,26042664
1714764900000,5158896,18341448,22260544,9664,3114192,1030592,38619864
1714764920000,4101912,10860424,15023936,7056,2675168,469200,26418968
1714764940000,5921984,13710408,19280688,12272,3720016,1105416,40809912
1714764960000,11245816,27722928,47951520,22352,4550976,3073400,51649040
1714764980000,4327192,12526312,17042736,11088,2003920,647384,27365968
1714765000000,4589728,12579800,13162448,9600,2323072,465936,28294864
1714765020000,3695776,11028400,14280712,13104,2264752,692288,24777656
1714765040000,5203536,19450096,23170264,7056,3173296,1044688,31567480
1714765060000,8058048,11282656,16600152,10080,2724288,2231432,24353168
1714765080000,3688832,15115384,35957848,19152,2164400,725824,23160120
1714765100000,3737432,10686896,17047528,22176,2281216,1141864,24798416
1714765120000,8630400,13110368,15517792,16240,2464288,1057552,28317112
1714765140000,4014168,11626736,15758384,12096,2958576,1029416,23523632
1714765160000,3289040,11284816,13545504,9072,2524944,617648,25332816
1714765180000,4029640,10199344,16451992,30208,3016992,1235648,26205456
1714765200000,5710528,13365776,19150264,11680,2258128,876312,29566208
1714765220000,3208088,10693560,13329624,15120,2423696,765664,27208064
1714765240000,5039112,10420392,18282152,18144,2879648,823104,31014248
1714765260000,3823824,13544960,15746152,34448,2621232,766768,27825552
1714765280000,5375968,15165544,20773888,16880,3073456,1226136,31889464
1714765300000,3728496,12346448,16677288,14160,3250160,1951840,28308872
1714765320000,8778840,13112488,19658784,18320,2958256,1304520,29315320
1714765340000,4245288,12788232,16197880,12096,2773840,940584,30248248
1714765360000,4476088,15603416,15693512,12272,3029264,1000384,30968168
1714765380000,4995696,14810568,22014128,10368,2847536,1009952,33068392
1714765400000,3201624,9781864,12240640,7824,2311952,1080288,24543832
1714765420000,3511376,12564816,14108592,10080,2613216,960160,26594328
1714765440000,11804320,20262264,37836368,18736,3587472,1140464,51056672
1714765460000,4510344,15100792,17391904,11680,2809280,627368,29216880
1714765480000,7698728,11734592,13359728,13104,4265504,1457168,35078824
1714765500000,4176160,17581688,28386640,17664,3337408,1475208,39313608
1714765520000,5825976,21404408,23247752,68544,4011984,1775328,39691768
1714765540000,3426520,10999736,13503808,9424,2586752,736248,24449968
1714765560000,5854824,16191232,23049016,13696,3187152,936832,34825456
1714765580000,3563704,11546048,13865040,18144,2148640,843008,24635680
1714765600000,5593504,14696656,23148664,17728,2931424,1041288,34668176
1714765620000,6670136,14200744,20256504,27216,3092416,1284000,36319664
1714765640000,4569792,13322352,18256168,14464,2633008,1149736,26947384
1714765660000,5610096,21082432,24315208,19744,3765792,1081576,42435440
1714765680000,6357848,12331888,25887160,14704,4889856,1663568,53532072
1714765700000,7169384,25622136,28496888,16656,2403440,1469032,27023768
1714765720000,8002536,14481704,17679648,10432,3168704,934056,31819960
1714765740000,8044456,24692520,31955416,17072,4312128,1588288,53719272
1714765760000,3698008,10571216,14562008,24720,2671824,976024,28126968
1714765780000,27404568,21862048,44267816,13104,7166752,16591720,129919560
1714765800000,17826064,51606632,148788208,107200,4816128,2577760,76590816
1714765820000,6548248,18811624,30622880,16128,3866080,1529976,54033200
1714765840000,8628976,27736072,42298944,22176,4689200,1355024,64260992
1714765860000,6953472,26614752,31338304,16304,3848032,1993840,38334976
1714765880000,4483760,15660592,33680752,14112,3112528,1530808,38933944
1714765900000,5634840,23689584,25471608,20096,5154096,1324624,46272176
1714765920000,9165808,32764248,44262400,22528,5168176,1644024,93485192
1714765940000,6137728,22058784,29222848,19152,4375760,1524744,45922880
1714765960000,6200136,18756048,21309648,48976,5827952,1093152,120660168
1714765980000,7611600,31172072,31558784,38000,5000896,3326072,74538080
1714766000000,6457720,27889920,40423568,32256,3109152,1396672,43880232
1714766020000,14014280,35970904,38043008,13872,7984272,2260864,115383440
1714766040000,5515968,51217040,72576200,16720,4338192,1315960,71253208
1714766060000,25622824,30238224,46663632,47936,12257872,5172824,335006064
1714766080000,24242720,103739096,117822456,31296,12824128,4775816,223496512
1714766100000,13056992,93248688,108500704,65456,5711360,2023488,71902968
1714766120000,8026320,29400840,37816064,18144,5788848,3294168,59175624
1714766140000,11705224,20159792,55238752,63136,6005344,6863192,45742856
1714766160000,6825496,27627248,42321064,20160,4047728,1848368,60406048
1714766180000,3860248,17660088,21875352,17072,4422544,1798528,41470768
1714766200000,6554128,14983384,25750472,13104,8156672,1973944,79227616
1714766220000,4838168,31662408,38875064,13456,5349392,1604480,50656144
1714766240000,4647584,20181536,25775704,11264,5630592,1547672,58452536
1714766260000,5133944,17765832,22954808,15120,13553968,1626752,83754400
1714766280000,5872784,24810552,36252080,26976,5737232,3094240,67205424
1714766300000,9739712,24978912,40855536,23952,7317504,2291320,65397776
1714766320000,8175808,20408456,25429424,21328,7564896,5619616,91128768
1714766340000,5934224,41098544,62864888,31424,6131040,4222784,88522184
1714766360000,11455456,31938800,94624968,32256,6757504,10842496,101050744
1714766380000,19726720,57218768,109887728,36912,37027488,123443584,218972648
1714766400000,2113264,74293536,198160784,1024,2669616,1753408,34496496
1714766420000,71360,4014232,2329256,512,496320,3064,4576976
1714766440000,6560,3208880,124464,512,467088,3168,4230224
1714766460000,11016,3307344,135432,512,252608,4080,2148976
1714766480000,25776,2484352,143088,512,293296,3160,2411672
1714766500000,8160,1447096,1182320,512,119168,3168,19355408
1714766520000,31600,4401608,58288,512,139232,83456,1227376
1714766540000,9504,1841968,59168,512,196864,9360,1500824
1714766560000,3040,1061592,59848,512,135088,0,2925768
1714766580000,6624,880064,101496,512,151184,6392,858088
1714766600000,24096,1585880,102624,512,142624,0,1197712
1714766620000,9840,1023280,54704,512,124464,,3002920
1714766640000,14400,904024,57776,512,95024,0,840560
1714766660000,1680,666584,202944,512,76432,0,905880
1714766680000,14400,701088,63048,512,183280,,8109160
1714766700000,44416,1419664,82056,512,143616,9736,919872
1714766720000,6072,740064,61872,512,183968,,1069672
1714766740000,10912,1117896,60192,512,184688,0,3415904
1714766760000,12968,869072,3459136,512,162624,0,1261488
1714766780000,7384,645072,57776,512,144784,0,1011272
1714766800000,2824,616656,57776,512,101840,0,3314376
1714766820000,2032,1910040,54704,512,131328,2040,1031664
1714766840000,3040,706288,56744,512,86944,,604840
1714766860000,512,673912,54704,512,115872,,2780504
1714766880000,512,905216,58784,512,174272,0,948088
1714766900000,1904,487504,59816,512,107408,,1328784
1714766920000,6464,1349432,57776,512,143360,,2735944
1714766940000,6080,504232,219448,512,191824,0,873992
1714766960000,512,728776,57776,512,154256,,949496
1714766980000,2032,690736,58696,512,6586416,,3144992
1714767000000,22568,5347248,7718648,512,731008,4080,2695664
1714767020000,1520,1072600,1439192,512,94672,,978744
1714767040000,3208,799208,285360,512,102064,0,2771872
1714767060000,512,1662696,5691664,512,123184,4080,2158408
1714767080000,2472,578568,284136,512,190672,0,1211104
1714767100000,54336,896512,330872,512,126416,4592,3500208
1714767120000,73872,634744,4667384,512,145520,4576,457664
1714767140000,4376,1725632,794360,512,141504,4576,1524360
1714767160000,3424,1386088,293256,512,188336,0,3006304
1714767180000,8728,748488,509160,512,107648,4584,704288
1714767200000,52648,1171312,464328,512,140528,,821928
1714767220000,35112,761664,496304,512,223840,,2636664
1714767240000,89968,1496136,354776,512,156240,0,1007184
1714767260000,512,1148008,46080,512,189600,,1015760
1714767280000,2896,1342640,177368,512,267504,,3043128
1714767300000,4560,2131272,117928,512,73712,36472,658480
1714767320000,7256,1375112,62936,512,102528,60504,1601880
1714767340000,512,525072,46080,512,83888,4528,3352320
1714767360000,1448,1319736,55760,512,118960,11344,1421184
1714767380000,512,976624,46080,512,57712,3064,732352
1714767400000,512,399968,46080,512,46224,,2652824
1714767420000,512,391040,46080,512,44976,4080,521760
1714767440000,108128,333000,46080,512,41664,339808,398208
1714767460000,1240,329000,68944,512,26720,0,2434296
1714767480000,1520,270216,87056,512,19520,23328,305304
1714767500000,3040,681984,46080,512,56448,2952,685552
1714767520000,2160,416688,50864,512,57232,4656,2709368
1714767540000,512,389688,51680,512,28592,5808,391128
1714767560000,6080,543032,46080,512,62480,,689440
1714767580000,512,788072,48120,512,210336,,2505592
1714767600000,1520,481520,46080,512,41728,0,585384
1714767620000,512,359304,9128,512,29136,0,426744
1714767640000,21664,242792,62840,512,20016,0,2644560
1714767660000,512,339456,0,512,30016,5200,371608
1714767680000,512,276808,2864,512,15008,,412224
1714767700000,512,468896,3576,512,39632,0,2530376
1714767720000,1464,310808,3560,512,39424,2040,358472
1714767740000,512,265960,8536,512,14736,0,384152
1714767760000,512,248984,5576,512,36720,,2563880
1714767780000,512,529248,4672,512,32592,4576,755944
1714767800000,512,1138048,4640,512,120704,3160,1311416
1714767820000,512,305208,10232,512,36080,3152,2395960
1714767840000,512,312208,4760,512,58912,9088,628624
1714767860000,512,835752,4960,512,94224,4568,945160
1714767880000,512,200952,57056,512,20016,9080,10979336
1714767900000,512,2676224,6800,512,40352,8664,517760
1714767920000,512,751824,456808,512,64752,4576,648200
1714767940000,512,551808,4760,512,26768,4544,2729232
1714767960000,512,717488,4752,512,68592,8656,829448
1714767980000,720,384896,4760,512,42496,4576,499408
1714768000000,512,333864,7592,512,40128,4600,2485368
1714768020000,512,349392,6000,512,22816,4584,519664
1714768040000,512,141840,7632,512,16384,4584,221552
1714768060000,1232,557976,6776,512,37536,4584,2372208
1714768080000,512,713064,8320,512,49856,6616,618264
1714768100000,960,388520,6760,512,30064,4560,526000
1714768120000,512,193296,4760,512,11328,0,2590168
1714768140000,960,970632,4760,512,93312,8656,1007360
1714768160000,512,559232,1201416,512,75840,4592,561088
1714768180000,512,547480,6808,512,36720,4600,20067040
1714768200000,1472,567560,82424,512,54080,4600,433008
1714768220000,2400,362928,32768,512,62720,,466296
1714768240000,2240,1133592,39712,512,327536,,2406296
1714768260000,10744,1006000,25520,512,41552,4080,468328
1714768280000,720,202928,26416,512,25232,,352016
1714768300000,3104,252424,19280,512,22096,,2366752
1714768320000,512,344376,0,512,35952,2040,381440
1714768340000,512,353896,2864,512,48768,,467152
1714768360000,512,495984,4080,512,138752,,3224104
1714768380000,512,1660232,0,512,48208,0,685552
1714768400000,1232,1046736,2864,512,109152,,1050744
1714768420000,512,253464,4080,512,23312,,2518376
1714768440000,168640,674632,0,512,51440,0,608800
1714768460000,512,521608,5288,512,60400,,484600
1714768480000,512,377104,4080,512,33328,,2425800
1714768500000,512,273448,9824,512,50064,0,278968
1714768520000,512,527392,2864,512,10064,,401640
1714768540000,6712,762336,3552,512,52704,,2469648
1714768560000,38304,926944,2040,512,89488,0,965296
1714768580000,40336,344920,14728,512,32816,,768240
1714768600000,512,209440,3072,512,13744,,2445904
1714768620000,512,418296,2040,512,60448,0,1738992
1714768640000,728,420264,2040,512,34800,,425992
1714768660000,512,260728,2040,512,69536,,2433336
1714768680000,512,563504,2040,512,35072,0,391096
1714768700000,512,382128,2040,512,20720,,294216
1714768720000,512,805968,4496,512,79872,,2319320
1714768740000,512,879240,2040,512,82720,0,1052256
1714768760000,512,203736,2488,512,40768,,790712
1714768780000,512,116136,2440,512,85088,,2529328
1714768800000,512,775360,2432,512,60240,0,814240
1714768820000,512,462864,2040,512,31984,,599168
1714768840000,512,198368,2040,512,32224,,2492640
1714768860000,512,329056,2400,512,20064,0,334776
1714768880000,512,413600,2040,512,41056,,486704
1714768900000,512,596440,2040,512,16992,,2517448
1714768920000,512,118088,2456,512,7696,0,5945456
1714768940000,512,241584,91128,512,20560,,632256
1714768960000,512,245576,2040,512,7424,,2398720
1714768980000,512,711880,0,512,52160,0,652520
1714769000000,512,275536,2040,512,10336,,393024
1714769020000,512,168136,2040,512,10112,,2380024
1714769040000,512,293808,0,512,24848,0,273696
1714769060000,512,418680,2424,512,24192,,350064
1714769080000,512,293576,2040,512,176192,,3503776
1714769100000,720,1707960,26728,512,36448,0,567352
1714769120000,512,835336,75440,512,76576,,529576
1714769140000,512,259984,2456,512,59344,,2487576
1714769160000,512,259080,2040,512,22576,0,348512
1714769180000,512,395840,31352,512,28368,,435656
1714769200000,512,382704,2424,512,28640,,2393368
1714769220000,512,379576,2040,512,26432,0,452832
1714769240000,512,332904,2040,512,10720,,387384
1714769260000,512,212848,2040,512,16544,,2348880
1714769280000,512,176392,2040,512,20288,0,260080
1714769300000,512,188120,2400,512,33136,,540440
1714769320000,512,356536,5592,512,31824,,2528704
1714769340000,512,255088,4080,512,22320,2040,436440
1714769360000,512,431760,2040,512,47216,,380192
1714769380000,512,500704,7096,512,112336,,3109296
1714769400000,512,1260192,2040,512,36288,4080,521784
1714769420000,512,178000,2040,512,29744,0,223624
1714769440000,512,176536,4080,512,30448,,2338192
1714769460000,512,367704,2040,512,35520,0,370552
1714769480000,512,477936,2040,512,31984,,313904
1714769500000,512,603696,4480,512,56832,,2328584
1714769520000,512,589792,2440,512,64592,0,446216
1714769540000,512,271880,2040,512,69104,,290024
1714769560000,512,715208,2432,512,41776,,2440080
1714769580000,512,259920,59520,512,18640,0,5406632
1714769600000,512,171400,4080,512,27872,,231024
1714769620000,512,831632,2040,512,83360,,2535936
1714769640000,512,697976,2432,512,39072,0,585360
1714769660000,512,366064,2864,512,77216,,467168
1714769680000,512,404568,2040,512,26112,0,2480256
1714769700000,176408,512784,0,512,162592,0,657160
1714769720000,512,128144,2864,512,52992,,261256
1714769740000,512,281016,2040,512,16928,,2551488
1714769760000,512,235824,0,512,35040,0,264576
1714769780000,512,277264,5616,512,20992,,319952
1714769800000,512,285800,2456,512,28032,,2370888
1714769820000,512,201912,0,512,10992,0,282872
1714769840000,512,219072,4080,512,25664,,412312
1714769860000,512,126488,2040,512,16640,,2422880
1714769880000,512,420136,2432,512,43424,4080,259392
1714769900000,512,218656,7456,512,6432,,254328
1714769920000,512,254368,2040,512,12752,,2443088
1714769940000,4832,330832,1631312,512,192480,0,318032
1714769960000,512,70488,824,512,3904,,178136
1714769980000,512,130376,25928,512,8800,,2321896
1714770000000,27720456,167320,4746488,512,880,,173392

